Código,Nome,Un,Chave,EAN,Marca,1Contagem,2Contagem,3Contagem,Avaria,Total,Saldo Estoque,Loja,Almoxarifado
B82,"Zinco Chapa 28 1,00m(3,44kg/m) - Aço Cearense",M,359768,0,Aço Cearense,,,,,0,"33,65",Piaui Const FI02,283397887
B84,"Zinco Chapa 28 60cm(2,1kg/m) - Aço Cearense",M,359774,0,Aço Cearense,,,,,0,"251,37",Piaui Const FI02,283397887
B86,"Zinco Chapa 28 80cm(2,8kg/m) - Aço Cearense",M,359780,0,Aço Cearense,,,,,0,"228,19",Piaui Const FI02,283397887
G8655,Arame Recozido Nº 18 01 Kg - Aço Cearense,KG,122488655,0,Aço Cearense,,,,,0,372,Piaui Const FI02,283397887
Z3137,"Zinco Chapa 28 1,20m(4,13kg/m) - Aço Cearensa",M,31371612,0,Aço Cearense,,,,,0,"97,87",Piaui Const FI02,283397887
I407,Fita Crepe 48x50mm 427- Adere,Un,376494,17896193253817,Adere,,,,,0,#N/A,Piaui Const FI02,283397887
I800,Fita Crepe 24x50mm 427- Adere,Un,255278255,0,Adere,,,,,0,#N/A,Piaui Const FI02,283397887
D6023,Pneu 3.25 8 2L - Ajax,Un,273422266,7898929612625,Ajax,,,,,0,#N/A,Piaui Const FI02,283397887
F2447,Fechadura Inox Premium Externa 2600/71 IP - Aliança,Un,244754668,7891249071967,Aliança,,,,,0,#N/A,Piaui Const FI02,283397887
F2666,Forro Decor 200x08mm Carvalho 06 Metros - Araforros,Un,280594770,7898411533032,Araforros,,,,,0,#N/A,Piaui Const FI02,283397887
G1,Arame Galvanizado 1 24mm N 18 - Arcelormittal,Un,374821,0,ArcelorMittal,,,,,0,141,Piaui Const FI02,283397887
G11,Prego 1.1/2x13 ou 15x18 - Arcelormittal,KG,374848,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
G11+,Prego Promocional - Arcelormittal,KG,260118316,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
G13,Prego 1.1/4x14 ou 14x15 - Arcelormittal,KG,374855,7899192208171,ArcelorMittal,,,,,0,215,Piaui Const FI02,283397887
G14,Prego 2.1/2x10 ou 18x27 - Arcelormittal,KG,374858,0,ArcelorMittal,,,,,0,77,Piaui Const FI02,283397887
G16,Prego 2x12 ou 16x21 - Arcelormittal,KG,374864,7896230501836,ArcelorMittal,,,,,0,147,Piaui Const FI02,283397887
G17,Prego 2x14 ou 14x21 - Arcelormittal,KG,374868,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
G2,Arame Galvanizado 1.65mm Nº 16 - Arcelormittal,KG,374824,0,ArcelorMittal,,,,,0,99,Piaui Const FI02,283397887
G3,Arame Galvanizado 2.10mm Nº 14 - Arcelormittal,KG,374827,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
G33,"Tela Hexagonal Pinteiro 1f 22 1,50m - Arcelormittal",Un,374913,7899192200953,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
G3748,Grampo para Cerca 7/8x12 - Arcelormittal,KG,374844,7899192208072,ArcelorMittal,,,,,0,12,Piaui Const FI02,283397887
G8,Arame Recozido Nº 18 01 Kg - Arcelormittal,KG,374839,0,ArcelorMittal,,,,,0,334,Piaui Const FI02,283397887
P1010,Prego 2.3/4x10 ou 18x30 - Arcelormittal,KG,261395115,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
P6664,Prego 2x11 ou 17x21 - Arcelormittal,KG,244546664,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
T2524,"Tela Hexanet Galinheiro 2x22 1,50m 50M - Arcelormittal",Un,252423047,0,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
T4426,"Tela Hexanet Pinteiro 1x22 1,00m 50M - Arcelormittal",Un,264439378,7899192200960,ArcelorMittal,,,,,0,#N/A,Piaui Const FI02,283397887
C2585,Caixa para Massa 60X37X14cm CXM - Astra,Un,255476002,7891222125861,Astra,,,,,0,0,Piaui Const FI02,283397887
F1406,Balde Plástico Super 12l BC1*PR1 - Astra,Un,372079,7891222002698,Astra,,,,,0,8,Piaui Const FI02,283397887
F1421,Distanciador Circular 25mm - Astra,Un,372122,7891222198421,Astra,,,,,0,1745,Piaui Const FI02,283397887
F1422,Distanciador Circular 30mm Ref DC/30 - Astra,Un,372125,7891222198438,Astra,,,,,0,1586,Piaui Const FI02,283397887
F1423,Distanciador Circular 40mm - Astra,Un,372128,7891222198445,Astra,,,,,0,307,Piaui Const FI02,283397887
F1425,Distanciador Torre 6x20mm - Astra,Un,372134,7891222200810,Astra,,,,,0,888,Piaui Const FI02,283397887
F888,"Mangueira Cristal 5/16x1,5mm Para Nivel M516/151*CRIST - Astra",M,370527,7891222009437,Astra,,,,,0,#N/A,Piaui Const FI02,283397887
S2481,Sifao Sanfonado Universal Copo SSUC2 Cromado - AStra,Un,248053558,7891222157800,Astra,,,,,0,23,Piaui Const FI02,283397887
S3705,Sifão Sanfonado Universal Cromado SSUM2- Astra,Un,370599,7891222152386,Astra,,,,,0,33,Piaui Const FI02,283397887
E6262,Esmerilhadeira Ang 4 1/2 220v G720-B2 - Black & Decker,Un,282268974,28877362779,Black & Decker,,,,,0,#N/A,Piaui Const FI02,283397887
F8985,Furadeira de Impacto 3/8 220V HD400K50-B2 - Black & Decker,Un,282269017,885911366168,Black & Decker,,,,,0,#N/A,Piaui Const FI02,283397887
A4376,Adesivo Veda Calha Aluminio 280gr - Brascola,Un,245674376,0,Brascola,,,,,0,#N/A,Piaui Const FI02,283397887
B1881,Botina Elástico N°46 - Cartom,Par,283108313,7898934892142,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2415,Botina Amarrar Nobuck Verde Oliva 40 S/B BI - Cartom,Un,274069270,7898611990161,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2416,Botina Amarrar Nobuck Verde Oliva 42 S/B BI - Cartom,Un,274069276,7898611990185,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2453,Botina Elástico N°40 Com Bico Composite Eletricista TP085C - Cartom,Un,252074943,7898611992424,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2454,Botina Elástico N°39 Com Bico Composite Eletricista TP085C - Cartom,Un,252074936,7898611992417,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2455,Botina Elástico N°41 Com Bico Composite Eletricista TP085C - Cartom,Un,252157855,7898611992431,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2457,Botina Elástico N°42 Com Bico Composite Eletricista TP085C - Cartom,Un,252157858,7898611992448,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2458,Botina Elástico N°43 Com Bico Composite Eletricista TP085C - Cartom,Un,252157861,7898611992455,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2459,Botina Elástico N°44 Com Bico Composite Eletricista TP085C - Cartom,Un,252157864,7898611992462,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2460,Botina Amarrar 3G Nobuck Cafe 39 S/B TP092 - Cartom,Un,252157867,7898611990673,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2461,Botina Amarrar 3G Nobuck Cafe 40 S/B TP092 - Cartom,Un,252157870,7898611990680,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2462,Botina Amarrar 3G Nobuck Cafe 41 S/B TP092 - Cartom,Un,252157873,7898611990697,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2463,Botina Amarrar 3G Nobuck Cafe 42 S/B TP092 - Cartom,Un,252157876,7898611990703,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2464,Botina Amarrar 3G Nobuck Cafe 43 S/B TP092 - Cartom,Un,252157879,7898611990710,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2465,Botina Amarrar 3G Nobuck Cafe 44 S/B TP092 - Cartom,Par,252157882,7898611990727,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2468,Botina Amarrar 3G Nobuck Preto 40 S/B TP092 - Cartom,Par,252157888,7898934892647,Cartom,,,,,0,0,Piaui Const FI02,283397887
B2469,Botina Amarrar 3G Nobuck Preto 41 S/B TP092 - Cartom,Par,252157891,7898934892654,Cartom,,,,,0,1,Piaui Const FI02,283397887
B2470,Botina Amarrar 3G Nobuck Preto 42 S/B TP092 - Cartom,Par,252157894,7898934892661,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2472,Botina Amarrar 3G Nobuck Preto 44 S/B TP092 - Cartom,Par,252157900,7898934892685,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2473,Botina Amarrar Nobuck Cafe 39 S/B TP200C - Cartom,Par,252157903,7898611992530,Cartom,,,,,0,0,Piaui Const FI02,283397887
B2480,Botina Amarrar Nobuck Cafe 40 S/B TP200C - Cartom,Par,252157906,7898611992547,Cartom,,,,,0,1,Piaui Const FI02,283397887
B2482,Botina Amarrar Nobuck Cafe 42 S/B TP200C - Cartom,Par,252157915,7898611992561,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2483,Botina Amarrar Nobuck Cafe 43 S/B TP200C - Cartom,Par,252157918,7898611992578,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2484,Botina Amarrar Nobuck Cafe 44 S/B TP200C - Cartom,Par,252157921,7898611992585,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2486,Botina Elástico N°44 - Cartom,Par,249963894,0,Cartom,,,,,0,7,Piaui Const FI02,283397887
B2487,Botina Elástico N°43 - Cartom,Par,249963888,0,Cartom,,,,,0,27,Piaui Const FI02,283397887
B2489,Botina Elástico N°42 - Cartom,Par,249963878,0,Cartom,,,,,0,30,Piaui Const FI02,283397887
B2490,Botina Elástico N°41 - Cartom,Par,249963873,0,Cartom,,,,,0,25,Piaui Const FI02,283397887
B2491,Botina Elástico N°40 - Cartom,Par,249963868,0,Cartom,,,,,0,16,Piaui Const FI02,283397887
B2496,Botina Elástico N°39 - Cartom,Un,249963863,0,Cartom,,,,,0,20,Piaui Const FI02,283397887
B2499,Botina Elástico N°38 - Cartom,Un,249963853,0,Cartom,,,,,0,22,Piaui Const FI02,283397887
B2561,Botina Amarrar 3G Nobuck Cafe 38 S/B TP092 - Cartom,Un,252398331,0,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2562,Botina Amarrar 3G Nobuck Cafe 37 S/B TP092 - Cartom,Un,252398335,0,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2570,Botina Amarrar Nobuck Cafe 37 S/B TP200C - Cartom,Un,256912599,7898611992516,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2601,Bota Pvc Branco Cano Medio Nº39 Com Forro 106 - Cartom,Un,260675727,7898946350050,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2602,Bota Pvc Branco Cano Medio Nº40 Com Forro 106 - Cartom,Un,260675735,7898946350067,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2603,Bota Pvc Branco Cano Medio Nº41 Com Forro 106 - Cartom,Un,260675742,7898946350074,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2605,Bota Pvc Branco Cano Medio Nº43 Com Forro 106 - Cartom,Un,260675758,7898946350098,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2606,Bota Pvc Branco Cano Medio Nº38 Com Forro 106 - Cartom,Un,260675720,7898946350043,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2607,Bota Pvc Branco Cano Medio Nº44/45 Com Forro 106 - Cartom,Un,260675766,7898946350104,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2608,Bota Pvc Preta Cano Medio Nº38 Sem Forro 206 - Cartom,Un,260675773,7898946350548,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2609,Bota Pvc Preta Cano Medio Nº39 Sem Forro 206 - Cartom,Un,260675781,7898946350555,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2610,Bota Pvc Preta Cano Medio Nº40 Sem Forro 206 - Cartom,Un,260675789,7898946350562,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2611,Bota Pvc Preta Cano Medio Nº41 Sem Forro 206 - Cartom,Un,260675796,7898946350579,Cartom,,,,,0,4,Piaui Const FI02,283397887
B2612,Bota Pvc Preta Cano Medio Nº42 Sem Forro 206 - Cartom,Un,260675804,7898946350586,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2613,Bota Pvc Preta Cano Medio Nº43 Sem Forro 206 - Cartom,Un,260675812,7898946350593,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
B2614,Bota Pvc Preta Cano Medio Nº44/45 Sem Forro 206 - Cartom,Un,260675820,7898946350609,Cartom,,,,,0,#N/A,Piaui Const FI02,283397887
Q2528,Quadro Metal Distribuição de Embutir 28Din 100A Branco - Cemar,Un,252972188,7892904215115,Cemar,,,,,0,#N/A,Piaui Const FI02,283397887
Q2529,Quadro Metal Distribuição de Embutir 16 Din 100A Branco - Cemar,Un,252972180,7892904215108,Cemar,,,,,0,#N/A,Piaui Const FI02,283397887
P0124,"Piso 46x46 Marajo Deck A 2,30m²/cx - Cerbras",Un,281572285,7898625868876,Cerbras,,,,,0,33,Piaui Const FI02,283397887
P0125,"Piso 46x46 Estoril Hd A 2,30m²/cx - Cerbras",Un,281572299,7898625867510,Cerbras,,,,,0,28,Piaui Const FI02,283397887
P0210,"Piso 57x57 Quartzo Branco A 2,62m²/cx - Cerbras",Un,276954228,7898625863147,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P0245,"Porcelanato Icaro Hd Polido 70x70cm a 2,00m²/cx - Cerbras",Un,264088802,7898625868715,Cerbras,,,,,0,6,Piaui Const FI02,283397887
P0306,"Porcelanato Cairo Granilhado Hd 70x70 A 2,00m²/cx - Cerbras",Un,285425431,7898625868395,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P0307,"Porcelanato Quebec Matte Hd 70x70 A 2,00m²/cx - Cerbras",Un,285425438,7898625868579,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P0451,"Piso 57x57 Aurora Bege 2,62m²/cx - Cerbras",Un,277333476,7898625862997,Cerbras,,,,,0,3,Piaui Const FI02,283397887
P1595,"Piso 46x46 Ipu Marfin HD A 2,30m²/cx - Cerbras",Un,252084991,7898625861396,Cerbras,,,,,0,9,Piaui Const FI02,283397887
P2058,"Porcelanato 94,5x94,5cm Calacatta Oro Supreme Polido HD 2,68m²/cx - Cerbras",Un,282207171,7898625869989,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2084,"Porcelanato 94,5x94,5cm Perla Venatta Polido HD 2,68m²/cx - Cerbras",Un,282207176,7908597500510,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2124,"Piso 46x46 Quartzo Bege 2,30m²/cx - Cerbras",Un,276067839,7898625861280,Cerbras,,,,,0,36,Piaui Const FI02,283397887
P2135,"Piso 46x46 Carpina Deck Hd 2,30m²/cx - Cerbras",Un,276067845,7898625868852,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2179,"Piso 56x56 Napoli Polido HD 2,19m²/cx - Cerbras",Un,273128828,7898625865998,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2245,"Piso 56x56 Milano Polido HD 2,19m²/cx - Cerbras",Un,273554161,7898625866018,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2261,"Piso 46x46 Aurora Branco A 2,30m²/cx - Cerbras",Un,249621415,0,Cerbras,,,,,0,7,Piaui Const FI02,283397887
P2262,"Piso 46x46 Araripe Cinza A 2,30m²/cx - Cerbras",Un,249621409,0,Cerbras,,,,,0,10,Piaui Const FI02,283397887
P2263,"Piso 46x46 Araripe Bege A 2,30m²/cx - Cerbras",Un,246392964,7898625861532,Cerbras,,,,,0,7,Piaui Const FI02,283397887
P2264,"Piso 46x46 Aurora Bege A 2,30m²/cx - Cerbras",Un,246392970,0,Cerbras,,,,,0,59,Piaui Const FI02,283397887
P2462,"Piso 46x46 Cristal A 2,30m²/cx - Cerbras",Un,246299187,7898625861464,Cerbras,,,,,0,44,Piaui Const FI02,283397887
P2525,"Piso 46x46 Quartzo Branco A 2,30m²/cx - Cerbras",Un,252509961,7898625861273,Cerbras,,,,,0,6,Piaui Const FI02,283397887
P2691,"Piso 46x46 Ipu Mogno HD 2,30m²/cx - Cerbras",Un,248737738,7898625861389,Cerbras,,,,,0,43,Piaui Const FI02,283397887
P2705,"Piso 46x46 Cascais HD A 2,30m²/cx - Cerbras",Un,255602593,7898625867589,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2743,"Piso 46x46 Cristal Comercial C 2,30m²/cx - Cerbras",Un,255639437,7898625862256,Cerbras,,,,,0,13,Piaui Const FI02,283397887
P2851,"Porcelanato Olimpo Hd Matte 70x70cm A 2,00m²/cx - Cerbras",Un,261223960,7898625868555,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2899,"Piso 46x46 Araripe Cinza Comercial C 2,30m²/cx - Cerbras",Un,290099573,7898625861907,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2900,"Piso 46x46 Tiangua Bege HD A 2,30m²/cx - Cerbras",Un,290099514,7898625861198,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P3212,"Porcelanato Forest Deck Hd 70x70cm A 2,00m²/cx - Cerbras",Un,272107589,7898625868432,Cerbras,,,,,0,25,Piaui Const FI02,283397887
P3301,"Porcelanato Technatto Crema Hd Polido 70x70cm A 2,00m²/cx - Cerbras",Un,261894123,7898625868791,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P3302,"Porcelanato Technatto Crema Mate 70x70cm A 2,00m²/cx - Cerbras",Un,262512518,7898625868593,Cerbras,,,,,0,12,Piaui Const FI02,283397887
P3307,"Porcelanato Icaro Mate 70x70cm A 2,00m²/cx - Cerbras",Un,264531836,7898625868470,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P3915,"Porcelanato Technatto White Hd Polido 70x70cm A 2,00m²/cx - Cerbras",Un,261745005,7898625868814,Cerbras,,,,,0,38,Piaui Const FI02,283397887
P3916,"Porcelanato Netuno Beige Hd Polido 70x70cm A 2,00m²/cx - Cerbras",Un,261744999,7898625868739,Cerbras,,,,,0,63,Piaui Const FI02,283397887
P3917,"Porcelanato Olimpo Hd Polido 70x70cm A 2,00m²/cx - Cerbras",Un,261722169,7898625868777,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P3961,"Porcelanato Netuno Beige Hd Mate 70x70cm A 2,00m²/cx - Cerbras",Un,262724331,7898625868517,Cerbras,,,,,0,2,Piaui Const FI02,283397887
P4059,"Porcelanato Zeus Hd Polido 70x70cm A 2,00m²/cx - Cerbras",Un,281465424,7898625868838,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P4100,"Piso 56x56 Luminatto Beige Polido A 2,19m²/cx - Cerbras",Un,272953906,7898625866056,Cerbras,,,,,0,2,Piaui Const FI02,283397887
P4102,"Piso 56x56 Luminatto Blanco Polido A 2,19m²/cx - Cerbras",Un,273169276,7898625866032,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P4468,"Piso 46x46 Neve A 2,30m²/cx - Cerbras",Un,252345634,7898625861303,Cerbras,,,,,0,34,Piaui Const FI02,283397887
P4482,"Porcelanato Zeus Hd Matte 70x70cm A 2,00m²/cx - Cerbras",Un,282541986,7898625868630,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P5040,"Porcelanato Comercial Onyx Crystral Hd Polido 30x61cm C 1,84m²/cx - Cerbras",Un,276269972,7898625869569,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P5041,"Porcelanato Comercial Andover White Polido 30x61cm C 1,84m²/cx - Cerbras",Un,276269978,7898625869521,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P5042,"Porcelanato Comercial Pavia Cream Hd Polido 30x61cm C 1,84m²/cx - Cerbras",Un,276269984,7898625869514,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P8080,"Piso 46x46 Manaus Bege HD A 2,30m²/cx - Cerbras",Un,284220824,7898625861792,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P8081,"Piso 46x46 Manaus Cinza HD A 2,30m²/cx - Cerbras",Un,284220831,7898625861808,Cerbras,,,,,0,6,Piaui Const FI02,283397887
P9010,"Porcelanato Homero Hd Mate 70x70cm A 2,00m²/cx - Cerbras",Un,273169248,7898625868456,Cerbras,,,,,0,32,Piaui Const FI02,283397887
P9026,"Porcelanato Homero Hd Polido 70x70cm A 2,00m²/cx - Cerbras",Un,270919448,7898625868692,Cerbras,,,,,0,33,Piaui Const FI02,283397887
P9080,"Piso 75x75cm Chicago Matte A 2,29m²/cx - Cerbras",Un,288202489,7908597503764,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
P9550,"Piso 46x46 Icapui Branco A 2,30m²/cx - Cerbras",Un,246079550,0,Cerbras,,,,,0,39,Piaui Const FI02,283397887
P9758,"Piso 57x57 Icapui Branco A 2,62m²/cx - Cerbras",Un,276869725,7898625863086,Cerbras,,,,,0,20,Piaui Const FI02,283397887
R2546,"Revestimento 33x46 Cariri Branco A 2,23m²/cx - Cerbras",Un,254648838,7898625864649,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
R2553,"Revestimento 33x46 Cariri Preto HD A 2,23m²/cx - Cerbras",Un,255346675,7898625864670,Cerbras,,,,,0,35,Piaui Const FI02,283397887
R2560,"Revestimento 33x46 Cariri Bege A 2,23m²/cx - Cerbras",Un,255592284,7898625864625,Cerbras,,,,,0,14,Piaui Const FI02,283397887
R2564,"Revestimento 33x46 Cariri Azul HD A 2,23m²/cx - Cerbras",Un,255872858,7898625864601,Cerbras,,,,,0,34,Piaui Const FI02,283397887
R2568,Revestimento 33x46 Cariri Cinza HD A 2.23m²/cx - Cerbras,Un,255920170,7898625864656,Cerbras,,,,,0,42,Piaui Const FI02,283397887
R2569,"Revestimento 33x46 Aurora Bege A 2,23m²/cx - Cerbras",Un,256005397,7898625864564,Cerbras,,,,,0,#N/A,Piaui Const FI02,283397887
R2572,"Revestimento 33x46 Aurora Branco A 2,23m²/cx - Cerbras",Un,256562792,7898625864588,Cerbras,,,,,0,37,Piaui Const FI02,283397887
M2540,"Motocompressor 8,5/50L 2HP 220V - Chiaperini",Un,272071233,7890534257420,Chiaperini,,,,,0,#N/A,Piaui Const FI02,283397887
C3006,Cabo de Rede Cat 6 Vermelho - Commscope,M,284132112,0,Commscope,,,,,0,#N/A,Piaui Const FI02,283397887
C1629,Cabo PP 2x6.00mm - Copperline,M,16292563,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C1965,Cabo Flexível Bobina 6.00mm 750v Azul - Copperline,M,196531942,0,Copperline,,,,,0,383,Piaui Const FI02,283397887
C258590,Cabo PP 2x1.50mm - Copperline,M,2585905,7898932974505,Copperline,,,,,0,0,Piaui Const FI02,283397887
C2589,Cabo Flexível Bobina 6.00mm 750v Branco - Copperline,M,255602768,7898932891062,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C2590,Cabo Flexível Bobina 6.00mm 750v Vermelho - Copperline,M,255602777,7898932891123,Copperline,,,,,0,437,Piaui Const FI02,283397887
C2629,"Cabo Flexivel 4,00mm 50m Amarelo - Copperline",Un,262887637,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C4389,Cabo Flexivel 6.00mm Vermelho 1KV - Copperline,M,438997,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C438968,Cabo Flexivel 35.00mm Preto 1kv - Copperline,M,438968,7898932978169,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C4390,Cabo Flexivel 25mm 750V Preto - Copperline,M,439049,7898932971283,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C440943,"Cabo Bobina Flexivel 2,5mm Vermelho - Copperline",M,440943,0,Copperline,,,,,0,1734,Piaui Const FI02,283397887
C440991,"Cabo Bobina Flexivel 1,5mm Azul - Copperline",M,440991,0,Copperline,,,,,0,1501,Piaui Const FI02,283397887
C441045,Cabo Bobina Flexivel 4.00mm Vermelho - Copperline,M,441045,0,Copperline,,,,,0,1645,Piaui Const FI02,283397887
C441050,Cabo Bobina Flexivel 2.5mm Preto - Copperline,M,441050,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C441087,Cabo Bobina Flexivel 4.00mm Verde - Copperline,M,441087,0,Copperline,,,,,0,1312,Piaui Const FI02,283397887
C4459,Cabo Bobina Flexível 10.00mm Branco - Copperline,M,44581714,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C4658,"Cabo Bobina Flexível 6,00mm 750V Preto - Copperline",M,46589537,0,Copperline,,,,,0,1356,Piaui Const FI02,283397887
C48331,Cabo Flexível 10.00mm Azul- Copperline,M,88370552,0,Copperline,,,,,0,754,Piaui Const FI02,283397887
C5356,Cabo PP 3x2.50mm - Copperline,M,535607,0,Copperline,,,,,0,240,Piaui Const FI02,283397887
C57591,Cabo Flexível 6.00mm Vermelho 100m - Copperline,Un,88371815,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C6169,"Cabo Bobina Flexivel 1,5mm Verde - Copperline",M,61696817,0,Copperline,,,,,0,3184,Piaui Const FI02,283397887
C6226,"Cabo PP 4X1,5MM Preto - Cooperline",M,6226721,7898932974772,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
C6227,"Cabo PP 4X1,0mm Preto - Cooperline",M,88695313,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
Z144,Cabo Flexível 1.5mm 100mt Amarelo - Copperline,Un,455237,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
Z145,Cabo Flexível 1.5mm 100m Azul - Copperline,Un,455239,0,Copperline,,,,,0,9,Piaui Const FI02,283397887
Z146,Cabo Flexível 1.5mm 100mt Branco - Coperline,Un,455241,0,Copperline,,,,,0,5,Piaui Const FI02,283397887
Z147,Cabo Flexivel 1.5mm 100mt Preto - Copperline,Un,455243,0,Copperline,,,,,0,3,Piaui Const FI02,283397887
Z148,Cabo Flexível 1.5mm 100m Verde - Copperline,Un,455245,7898932972013,Copperline,,,,,0,12,Piaui Const FI02,283397887
Z149,Cabo Flexível 1.5mm 100m Vermelho - Copperline,Un,455247,0,Copperline,,,,,0,11,Piaui Const FI02,283397887
Z150,Cabo Flexível 2.5mm 100m Amarelo - Copperline,Un,455249,0,Copperline,,,,,0,13,Piaui Const FI02,283397887
Z151,Cabo Flexível 2.5mm 100m Azul - Copperline,Un,455251,0,Copperline,,,,,0,5,Piaui Const FI02,283397887
Z152,Cabo Flexível 2.5mm 100m Branco - Copperline,Un,455253,0,Copperline,,,,,0,20,Piaui Const FI02,283397887
Z153,Cabo Flexível 2.5mm 100m Preto - Copperline,Un,455255,0,Copperline,,,,,0,29,Piaui Const FI02,283397887
Z154,Cabo Flexivel 2.5mm 100m Verde - Copperline,Un,455257,7898932972495,Copperline,,,,,0,18,Piaui Const FI02,283397887
Z155,Cabo Flexível 2.5mm 100m Vermelho - Copperline,Un,455259,7898932892601,Copperline,,,,,0,6,Piaui Const FI02,283397887
Z156,Cabo Flexível 4.0mm 100m Amarelo - Coperline,Un,455261,0,Copperline,,,,,0,9,Piaui Const FI02,283397887
Z157,Cabo Flexível 4.0mm 100m Azul - Copperline,Un,455263,0,Copperline,,,,,0,19,Piaui Const FI02,283397887
Z158,Cabo Flexível 4.0mm 100m Branco - Copperline,Un,455265,0,Copperline,,,,,0,10,Piaui Const FI02,283397887
Z159,Cabo Flexível 4.0mm 100m Preto - Copperline,Un,455267,0,Copperline,,,,,0,10,Piaui Const FI02,283397887
